name,profile,p[1]_q25,p[1]_q50,p[1]_q75,p[2]_q25,p[2]_q50,p[2]_q75,p[3]_q25,p[3]_q50,p[3]_q75,p[4]_q25,p[4]_q50,p[4]_q75,p[5]_q25,p[5]_q50,p[5]_q75,p[6]_q25,p[6]_q50,p[6]_q75,p[7]_q25,p[7]_q50,p[7]_q75,p[8]_q25,p[8]_q50,p[8]_q75,p[9]_q25,p[9]_q50,p[9]_q75,p[10]_q25,p[10]_q50,p[10]_q75,RE_q25,RE_q50,RE_q75
2M1134-2103,SIE+shear,1.241997,1.243486,1.24477725,-0.0199565,-0.01841635,-0.017168705,-0.0136027325,-0.01163171,-0.009994998,0.1485191,0.1639562,0.184430175,16.03802,19.944105,23.2170875,0.3132277,0.3187415,0.323029675,46.1151625,46.22963,46.34483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.24851325,1.251046,1.253979
2M1310-1714,SIS+shear,2.988683,2.9898085,2.99075525,0.001192365,0.002398993,0.00350575875,-0.2449379,-0.243056,-0.2412824,0.0,0.0,0.0,0.0,0.0,0.0,0.06542797,0.06578467,0.06620631,25.44369,25.462545,25.48281,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.988583,2.9897085,2.99065525
A2213-2652,SIE,0.67073445,0.6733757,0.6756533,-0.002147742,0.0001042403,0.0022521959999999,-0.002025525,-0.00016772305,0.0019245505,0.1984395,0.221428,0.2393994499999999,-49.09464,-47.963350000000005,-46.45446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6771604,0.6812879,0.6848047
ATLASJ2344-3056,SIE,0.483264475,0.4845695,0.4859426,-0.0412762775,-0.03943391,-0.03749342,0.0218925,0.02314739,0.0242105725,0.33134205,0.3396042,0.34802285,70.61159,70.735355,70.85122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.49897645,0.4998277,0.5009484
B0128+437,SIE+shear,0.2035718,0.2152936,0.225413,-0.009315533,-0.003688862,0.002542604,-0.00849079425,-0.004686619,-0.001029687,0.4070148,0.5172830500000001,0.6192969,17.548,22.63607,28.9562075,0.178518,0.2151167,0.2532698,-51.66078,-45.30911,-37.2319325,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.2320806,0.2365638,0.2412694
B0445+123,SIE,0.6639130249999999,0.6718793,0.6790688,-0.001984261,-5.122923e-05,0.002081388,-0.002004208,0.000136858,0.00204284775,0.3265688,0.3352636,0.3480042,-24.25255,-19.647785,-14.78436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6829954,0.6920294499999999,0.7011269
B0712+472,SIS,0.6857548,0.6869244999999999,0.6880264,-0.08367305,-0.08252702,-0.08134061,-0.087762645,-0.0861900449999999,-0.0846398475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.685655,0.6868247000000001,0.6879266
B0739+366,SIS,0.265179025,0.2665504,0.2679575,0.00464998925,0.0059816739999999,0.0072884562499999,-0.0002481497,0.001718846,0.0035894615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.265079025,0.2664504,0.2678575
B1030+074,SIE,0.844971725,0.84779525,0.8498393,-0.002002461,3.564691e-05,0.001997245,-0.002233841,-0.0003490364,0.001835772,0.373281575,0.4198262,0.4483081,21.2405025,23.40506,24.86528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8788213,0.8935998,0.9034982
B1127+385,SIE,0.3298078,0.3332766,0.3374926,-0.002074284,1.871943e-05,0.002049821,-0.002263894,-0.0003383335,0.001612466,0.3534444,0.3732187,0.3914724499999999,26.96751,27.94274,29.15799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3443012,0.34667345,0.34936625
B1152+200,SIE,0.8309958,0.8330917,0.8350614,-0.002255756,7.475028e-05,0.002183988,-0.00200077,2.41796e-05,0.002325323,0.4329695,0.4482839,0.460734,53.76057,54.36342,55.126427500000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.880107775,0.8862203,0.8915435
B1422+231,SIE+shear,0.7496058999999999,0.7547914,0.759391575,-0.002466707,-0.0007746576,0.0009288716,-0.003312801,-0.001789975,-0.000379156825,0.277635925,0.3068369,0.3355466,56.068005,56.7215,57.378455,0.1563641,0.1679369,0.1792397,51.71854,52.312275,52.916395,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.7719893250000001,0.7733785,0.7747264
B1600+434,SIE,0.6602824,0.6696853,0.6785486,-0.00230759,-6.753869e-05,0.001990269,-0.0021606645,-0.0002264046,0.00198009375,0.245796525,0.2693236,0.2967846,-37.5597,-33.752005,-29.73357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.67496,0.681649,0.6882915
B2045+265,SIS+shear,1.130967,1.132284,1.133566,-0.003867392,-0.001906215,0.00012731045,-0.006358037,-0.004990827,-0.003639927,0.0,0.0,0.0,0.0,0.0,0.0,0.1801362,0.1810952,0.1819385499999999,69.35733,69.42209,69.481,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.130867,1.132184,1.133466
B2108+213,SIE,2.309918,2.3218,2.332663,-0.002209321,-0.0001608538,0.001851531,-0.001776675,0.00021998845,0.002285962,0.08718917,0.1155743,0.1464167,38.76182,41.989795,47.62194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3134697500000003,2.32838,2.343466
BRI0952-0115,SIS+shear,0.5179406,0.5243356,0.5303073,-0.002109958,-0.00019334655,0.001804845,-0.001627829,0.0003253182,0.00233182975,0.0,0.0,0.0,0.0,0.0,0.0,0.05380853,0.0614404199999999,0.07002467,-72.62316,-68.09815,-64.82056,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5178405,0.5242354,0.530207
COSMOS5921+0638,SIS,0.70945425,0.7103878,0.7114016,0.00381903225,0.004931763,0.006112191,0.01187952,0.01362037,0.01470589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.70935405,0.7102876,0.7113014
CY2201-3201,SIS,0.5132094,0.5176489,0.5227424,-0.03920978,-0.03461654,-0.03019319,-0.03316984,-0.02779229,-0.02182581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5131092,0.5175487,0.5226421
DES01xx-24xx,SIE,0.9279981,0.9328589,0.9380037,-0.0021316877499999,-4.280016e-05,0.002147637,-0.00242580325,-0.000196547,0.001671294,0.1030459,0.1141278,0.1345933249999999,6.369038,13.45503,20.68644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.930014,0.9352789,0.9416524
DES0247-6349,SIE,0.720532225,0.7257888,0.7304362,-0.002383985,-0.0005818335999999,0.001459492,-0.002042056,6.734853e-05,0.001644791,0.1190039,0.1249952,0.1354015,-11.963705,-3.910761,5.364581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.7227365,0.7279748500000001,0.7326925
DES03xx-44xx,SIS,0.96893195,0.9703375,0.9717985,-0.0028466755,-0.0008340258,0.00126313375,-0.0051430439999999,-0.0039568945,-0.002723013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.96883165,0.9702372,0.9716982
DES2158-5812,SIE,0.9584092,0.9632801,0.9674315,-0.002333178,-0.000343435,0.001739161,-0.002226428,-0.00012352535,0.001931687,0.100627975,0.1232895,0.150423025,17.19548,20.638115,25.70216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9604568,0.9663848,0.9719117
DESJ0115-5244,SIS,0.7927305,0.7979183,0.804184275,0.0105242,0.01730721,0.02430229,0.0433496149999999,0.046512465,0.04959606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.7926308,0.7978186,0.8040839750000001
DESJ0405-3308,SIE+shear,0.6734899,0.6781904,0.682145,0.00665962,0.008077001,0.0094886354999999,-0.00965345125,-0.008402007,-0.006770489,0.321339,0.3491743,0.3792688,-39.01593,-38.07875,-37.06896,0.05384345,0.06002788,0.06636671,38.07921,40.7449,43.5598575,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.7000933,0.7010629,0.7021101
DESJ0407-5006,SIE,0.8483762,0.8520839,0.8560738,-0.002185053,-0.00018930845,0.001735024,-0.002061402,-0.00018523225,0.00170931325,0.1097142,0.1264318,0.1464905,50.65284,55.12615,60.9133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8504335,0.8549861,0.86011165
DESJ0408-5354,SIS,2.018412,2.019452,2.020691,0.08043047,0.081705775,0.08278425,-0.3906031,-0.3892894,-0.3879595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.018312,2.019352,2.020591
DESJ0420-4037,SIE+shear,0.8130328,0.8200339999999999,0.8264102,-0.006415198,-0.0019073085,0.004034261,-0.006313349,-0.002308339,0.0019957065,0.242965475,0.2853103,0.3240393,-32.97581,-30.2464,-26.6724,0.04084519,0.051009,0.06313073,67.34748,73.83585,79.93457,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.83362915,0.8373201,0.841197
DESJ0530-3730,POW,0.420698,0.4441037,0.4639647249999999,0.005457018,0.007312782,0.009102493,0.01026935,0.011929645,0.01353279,0.6429778,0.6813799,0.7215541,49.4191325,49.71627,50.0116025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5872895,0.6297631,0.675329,0.550642125,0.5539911,0.5574699
DESJ2038-4008,SIE+shear,1.31273075,1.3165195,1.319816,-0.001429371,5.059811e-05,0.001751051,0.0018577767499999,0.0032566405,0.0044845977499999,0.374537,0.3859701,0.3958248,-37.5466725,-37.205665,-36.947665,0.01301075,0.01556995,0.01836475,-19.1066125,-14.97638,-10.51985,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.372117,1.373343,1.374702
DESJ2146-0047,SIS,0.6788059,0.6803526,0.681911,0.00235176325,0.0035244035,0.00468829,-0.0026323305,-0.0006713509,0.001499834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6787057,0.6802524000000001,0.6818109
FBQ0951+2635,SIE,0.5222731,0.5336602,0.5442447499999999,-0.002199827,-0.0003253417,0.001771563,-0.002075024,0.000260021,0.002244139,0.2975088,0.3168219,0.3451741,-9.655752,-3.658957,2.972193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.53847575,0.5475669000000001,0.5562081
FBQ1633+3134,SIE,0.3592643,0.3663836,0.3737643,-0.0019251155,-1.700373e-05,0.00190587625,-0.0020556055,5.00333e-05,0.00191288925,0.56266915,0.5850379,0.6100895,-86.5722,-83.46642,-78.90327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.4019721,0.4160174,0.4283729
GraLJ165105.3-041725,SIS,3.942683,3.943787,3.9450055,0.62454825,0.62590395,0.627290625,0.19217535,0.1935434,0.1947792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.942583,3.943687,3.9449055
H1413+117,SIE+shear,0.5906919,0.5953326,0.598272175,0.03163168,0.0330117,0.0346422275,-0.003874293,-0.001525768,0.0009127842,0.3031749,0.33095375,0.3706148,-9.60983325,-7.797721,-6.030938,0.07224173,0.07921351,0.08527624,-50.2714325,-46.76883,-44.51209,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6119941,0.6133203,0.6146352
HE0013-2542,SIS,0.1823023,0.1838285,0.185283425,0.00314259875,0.005091243,0.00697077025,0.005966561,0.007916946,0.009543775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1822021,0.1837283,0.185183125
HE0047-1756,SIE,0.7271894,0.72987465,0.73256145,-0.002196726,0.0001089892,0.00248352425,-0.002110487,0.00024510435,0.002150466,0.0864491,0.09922322,0.1138624,-17.0645,-12.51074,-9.090782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.7282845,0.7313194,0.7343841
HE0230-2130,SIS,0.9892122,0.9902435,0.991226875,0.2204075,0.2216656,0.2230192,-0.0324825625,-0.0315655,-0.030687195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9891124,0.9901437,0.991126975
HE0435-1223,SIE,1.16715875,1.168605,1.169762,-0.006634133,-0.0055732845,-0.0045838115,-0.01306036,-0.01160147,-0.01014534,0.3480421,0.3508378,0.3538496,13.80012,13.847065,13.89802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.207459,1.2084895,1.209447
HE0512-3329,SIS,0.322634,0.3240752,0.32546075,0.01200951,0.01345003,0.01478457,-0.006223025,-0.004245953,-0.002434595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3225342,0.3239754,0.32536095
HE1104-1805,SIE,1.428485,1.4404184999999998,1.454976,-0.0021514885,-0.0001208036,0.001950777,-0.002002759,8.95943e-05,0.002031749,0.33481735,0.3569663,0.3747639,-22.7494525,-22.589025,-22.37853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.48587,1.491793,1.499079
HE1113-0641,POW,0.3036211,0.3132187,0.319667,-0.003709628,-0.002252348,-0.0007560474,-0.001904188,-0.0005082477,0.000788171075,0.35883635,0.4266748,0.4981659,-37.447105,-37.26355,-37.0885575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6182768,0.6885455,0.7607893,0.3306628,0.331679,0.3327308
HE2149-2745,SIS,0.8475587,0.8490285,0.8505601,-0.00423882175,-0.002673457,-0.001197066,-0.0003478262,0.001508637,0.003533991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8474588,0.8489286,0.8504602
HS0810+2554,SIE,0.4801576,0.48118325,0.4820596,0.0095040955,0.01044453,0.01138559,-0.000116104125,0.001781685,0.003568917,0.0899300475,0.09905458,0.1086912,-26.54195,-26.39805,-26.25104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.481105025,0.4820799,0.48294285
HS0818+1227,SIE,1.0979375,1.13258,1.161634,-0.00240852125,-0.0003081636,0.001830133,-0.00200215,7.266304e-05,0.00224022825,0.7702668,0.7766427,0.785253975,-22.82323,-20.27083,-18.0308425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.459813,1.515256,1.574239
HS2209+1914,SIE,0.5219161,0.52436145,0.5260564,-0.002109576,-0.0002986779,0.002062572,-0.002669532,-0.0003251619,0.001491789,0.08322154,0.08835941,0.0951486575,67.80514,74.06695,78.9439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.522705775,0.5250603,0.526741875
HST01247+0352,SIE,1.095151,1.097661,1.099893,-0.001580265,0.0002904077,0.00231726525,-0.001892618,0.0003664927,0.002568393,0.03040896,0.03219808,0.03501072,64.88114,74.75895,82.0076375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.095311,1.0977705,1.100005
HST12531-2914,POW+shear,0.474946,0.508813,0.541216125,0.0112819275,0.01304918,0.01496998,0.0300729875,0.03283282,0.03488518,0.6536197,0.70168505,0.743044925,-30.80399,-27.75538,-25.51766,0.294773325,0.2998617,0.3049767,-10.46952,-10.21693,-9.963755,0.0,0.0,0.0,0.0,0.0,0.0,0.1500353499999999,0.1622369,0.1765353,0.5870349,0.58834835,0.5894852
HST14113+5211,POW+shear,0.8084513,0.8184529,0.8261263,0.007044535,0.008793506,0.010379405,-0.00260061525,-0.0005417967,0.001667986,0.311745,0.3385624,0.3776834,-35.0532775,-33.11175,-31.11099,0.1871827,0.2169877,0.241685025,-2.457476,-1.044205,0.800334775,0.0,0.0,0.0,0.0,0.0,0.0,0.978553825,1.068744,1.152105,0.8384693,0.8436880499999999,0.8492628
HST14164+5215,SIE,1.119857,1.121593,1.123337,-0.002431898,-0.00028143035,0.001943579,-0.00166737,7.447371e-05,0.001767517,0.02031654,0.02509364,0.03166474,52.52951,57.090045,62.73545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.11987575,1.1216115,1.123395
HST14176+5226,SIE+shear,1.233718,1.245079,1.258008,-0.0179786775,-0.0156618,-0.0127443225,-0.08897481,-0.08712595,-0.08556857,0.5814728,0.6028681,0.6187695,-43.07842,-42.85894,-42.63773,0.05108534,0.05292989,0.054826175,-86.33535,-82.01454,83.35058000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.422894,1.426078,1.42902825
J0011-0845,SIS+shear,0.932888425,0.9405591,0.952986125,-0.00261692,-0.0006557933,0.001784296,-0.00241067325,-0.0006207894,0.001509583,0.0,0.0,0.0,0.0,0.0,0.0,0.08911776,0.09425679,0.09849846,-83.76915,85.34064000000001,87.5906375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.932788325,0.9404589,0.952886425
J0013+5119,SIE,1.49402,1.503236,1.511114,-0.00259311,-0.0004489002,0.001748555,-0.002111739,0.0003115427,0.00244880175,0.1241745,0.1288817,0.138834,-44.40085,-39.03866,-33.17604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.5002265,1.508342,1.515979
J0028+0631,SIE,1.408087,1.417602,1.425647,-0.002187864,-5.039378e-05,0.001865201,-0.00237872275,-0.00014719295,0.001940489,0.1712266,0.2042088,0.240272,-37.7538725,-32.97176,-29.58088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.417398,1.4312305,1.445447
J0029-3814,POW,0.7943952,0.8213062,0.8424756250000001,-0.002054472,9.204141e-06,0.002016541,-0.002331464,-0.0004361884,0.001508219,0.0002574875,0.0004105145,0.0006133216,65.5782,69.00234,72.16186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000194,2.000359,2.000624,0.7972768,0.82430735,0.8456008
J0047+2514,SIE,0.8581879,0.8643667,0.8703747,-0.0023155245,-0.0002415507499999,0.001916035,-0.00208327625,-0.00017705275,0.0017341945,0.0994039274999999,0.1104267,0.1269952,-31.51594,-23.702,-13.68741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8609427,0.8663429,0.87211815
J0053-2012,SIE+shear,1.32966325,1.332307,1.33478625,-0.1217017,-0.11884265,-0.115939075,0.03640186,0.04283525,0.0511763,0.217464,0.2429023,0.26476175,-36.512095,-35.40752,-34.389595,0.2206461,0.2257995,0.2324104,-22.12389,-21.92546,-21.72228,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.34947675,1.351429,1.353474
J0102+2445,SIE,1.016068,1.044214,1.073229,-0.001993062,-6.212043e-05,0.002186226,-0.00209777275,-0.0002627395,0.00177962975,0.473559,0.4845314,0.5047434,0.2738711,4.386775,9.700684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.104193,1.125047,1.15120825
J0123-0455,SIE,0.9713397,0.9826096,0.9915739,-0.00237367,-0.0004068199,0.00158277575,-0.002041237,-1.052643e-06,0.002149001,0.1243492,0.15089005,0.187673,49.73492,54.422185,60.614755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9790204,0.9874209,0.9948292
J0124-0033,SIE,0.9056977,0.91862905,0.9331683,-0.002750207,-0.000552971,0.001939752,-0.001841504,0.0001634105,0.002005511,0.2612683,0.3043519,0.3374602,46.06299,47.56687,48.59846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9335075,0.9410819,0.9490971
J0140-1152,SIE,0.7063942,0.7103244,0.7139741,-0.00273377125,-0.00069759,0.001417414,-0.002267623,-4.043312e-05,0.001891592,0.07678185,0.09785514,0.1198665,27.4001325,30.04192,34.6401775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.7084347,0.7116579000000001,0.7147873
J0146-1133,SIE,0.7854033,0.80070815,0.812554725,-0.002021444,-0.0001306203,0.001896132,-0.001617355,0.0001131234,0.001543358,0.35561105,0.3744148,0.4020426,-85.67803,82.9951,86.88377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8228613,0.832584,0.8412164
J0150-4041,SIE,1.4226424999999998,1.430716,1.438128,-0.001779029,0.00020790075,0.0023226659999999,-0.001898631,0.00023107915,0.002044416,0.10593935,0.135616,0.1696,-78.4212325,-75.00424,-70.55332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.42602025,1.436348,1.447324
J0203+1612,SIS,1.365641,1.367063,1.3686755000000002,0.006122835,0.0075651755,0.009048563,-0.0057865545,-0.0039507705,-0.002015366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.365541,1.366963,1.3685755
J0228+3953,SIE,0.7643786,0.7744951,0.7834037,-0.001968506,-0.0001529535,0.0020673945,-0.0023272255,4.729087e-05,0.002282689,0.197736,0.2140731,0.2383812,-16.4278325,-10.678005,-5.268724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.7750596,0.7827278,0.7903956
J0246-1845,SIS,0.497690025,0.49922105,0.5005978,0.01116669,0.01244916,0.0137945425,-0.00197431,7.129485e-05,0.002102186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.497590025,0.49912095,0.5004977
J0259-2338,SIE,1.32990925,1.352351,1.371898,-0.0022482175,-0.00021684085,0.001809215,-0.0019812845,0.0002767809,0.002253675,0.30378205,0.3333081,0.3668696,6.499856,8.6910835,11.349795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.380531,1.393138,1.405068
J0343-2828,POW+shear,1.60504675,1.6275785,1.662218,0.04347451,0.048102255,0.05330123,0.04827358,0.05284577,0.0575416375,0.841753725,0.8542196,0.86206905,49.87521,49.953085,50.02434,0.2832368,0.2911947,0.2975269,-38.37818,-38.244095,-38.12001,0.0,0.0,0.0,0.0,0.0,0.0,1.213514,1.2218,1.233796,2.342439,2.3465015,2.350571
