name,profile,p[1]_q25,p[1]_q50,p[1]_q75,p[2]_q25,p[2]_q50,p[2]_q75,p[3]_q25,p[3]_q50,p[3]_q75,p[4]_q25,p[4]_q50,p[4]_q75,p[5]_q25,p[5]_q50,p[5]_q75,p[6]_q25,p[6]_q50,p[6]_q75,p[7]_q25,p[7]_q50,p[7]_q75,p[8]_q25,p[8]_q50,p[8]_q75,p[9]_q25,p[9]_q50,p[9]_q75,p[10]_q25,p[10]_q50,p[10]_q75,RE_q25,RE_q50,RE_q75
SDSS0924+0219,SIE+shear,0.8688599,0.8706157,0.872095,-0.00431038,-0.0001859236,0.00413669,-0.00166643425,0.0039862565,0.009451549,0.1178437,0.13716145,0.1720209,55.6689875,68.560195,77.39573,0.04916484,0.05844183,0.0677239075,-67.846665,-65.112935,-61.02074,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8733705,0.8746367,0.8759376
SDSS1001+5027,SIE,1.373972,1.3881665,1.40149675,-0.0025466395,-0.0005178702,0.0019147724999999,-0.001826077,0.0002273525,0.0022136837499999,0.221228575,0.24177885,0.2655585,-12.84492,-9.764013,-6.502281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.397787,1.40771,1.41759725
SDSS1004+4112,SIE,6.128221,6.130028,6.131113,1.142925,1.144348,1.14538025,-1.079284,-1.077646,-1.076269,0.5673267,0.5676549,0.5679714,36.67612,36.68735,36.6986825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.877108,6.878559,6.879503
SDSS1011+0143,SIS,1.83950775,1.840535,1.841607,0.0208503525,0.02190537,0.02297754,0.07043019,0.07157279,0.0727599925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.83940775,1.840435,1.841507
SDSS1226-0006,SIE,0.591790375,0.5996559,0.6072167,-0.002219793,-8.456533e-05,0.00209083825,-0.001773894,0.0001540947,0.002189298,0.1797298,0.2206028,0.2566025,-11.047195,-9.314335,-8.021952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6013968,0.60628855,0.611806175
SDSS1332+0347,SIS,0.5685181,0.5700657,0.5715336,-0.00380334,-0.0019626404999999,-5.807091e-05,0.002073116,0.003594382,0.00503173325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5684181,0.5699657,0.5714336
SDSSJ0114+0722,SIE,0.7696573,0.78599545,0.8025085249999999,-0.002548268,-0.00052036275,0.001555946,-0.002138812,9.6834385e-05,0.002116948,0.3597233749999999,0.3945838,0.4283318,-48.9202675,-46.34014,-44.37348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.81328805,0.822441,0.8315903
SDSSJ0248+1913,POW+shear,0.708305,0.7112622,0.7154648,-0.0128413,-0.01224795,-0.01124166,0.008583564,0.01004964,0.0116758825,0.4217381,0.4342537,0.444224825,-11.443165,-10.2755,-9.016242,0.2097831,0.213936,0.22086685,-89.17253,-88.50616,-87.41651250000001,0.0,0.0,0.0,0.0,0.0,0.0,1.061897,1.098054,1.132589,0.750169,0.7516512,0.7531918
SDSSJ0256+0153,SIE,0.6984412,0.7338792,0.77251985,-0.002175985,-0.0001612369,0.00165255175,-0.0021809045,-0.00028720885,0.00175427,0.7054423,0.7300274,0.7553967,-45.470925,-42.8333,-40.73305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.914157025,0.9339224,0.9581368
SDSSJ0737+4825,SIS,1.142511,1.1440085,1.1454055,-0.001811481,0.0002179716,0.0022816075,-0.00217715875,-0.0008835136,0.0004007474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.142411,1.1439085,1.1453055
SDSSJ0743+2457,SIS,0.54470495,0.5461233999999999,0.547722625,-0.008246793,-0.006523393,-0.004872877,0.006017355,0.007558656,0.00919853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.54460485,0.5460232,0.547622425
SDSSJ0746+4403,SIE,0.5478727,0.5509995,0.5539476249999999,-0.002081467,-0.0002718898,0.001856158,-0.00200094325,4.3423615e-05,0.001833282,0.09824788,0.1031001,0.1091769,1.903589,7.178326,13.98665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.549136375,0.5520768,0.5549926
SDSSJ0806+2006,SIS,0.7379519,0.7394448499999999,0.7408564,-0.00763428075,-0.005748337,-0.003819566,0.00940415975,0.010876815,0.0123321175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.7378519,0.73934475,0.7407563
SDSSJ0819+5356,SIE,2.0537,2.058882,2.063755,-0.002509657,-0.0003765259,0.0019130002499999,-0.0021080872499999,-0.00019411635,0.0018423205,0.1099608,0.12699925,0.1428429,-60.25684,-59.78564,-59.47909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.058806,2.065794,2.072945
SDSSJ0820+0812,SIE,1.041644,1.046095,1.051146,-0.00216170825,0.0001363333,0.00237325075,-0.001901298,0.0002331157,0.00239883,0.08207551,0.0859568,0.09101596,12.23975,20.52162,28.5179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.043055,1.0474225,1.052656
SDSSJ0821+4542,SIE,0.7950926,0.8203003,0.8435082,-0.002517708,-0.0003079937,0.001801212,-0.002008897,-9.100387e-05,0.001864995,0.38834,0.43897205,0.48955,15.296035,16.23943,17.4719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8592159,0.8700179,0.880978625
SDSSJ0832+0404,SIS,1.089488,1.090963,1.092405,-0.0007584202,0.001037432,0.00297583,-0.00278044025,-0.001252271,0.0001967986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.089388,1.090863,1.092305
SDSSJ0904+1512,SIE,0.5485219,0.5517849,0.5547375,-0.002187503,-0.0002034486,0.001913312,-0.00193246,0.00022529885,0.0022862635,0.1971746,0.2173209,0.2350425,-86.06935,-83.3125,69.98866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5534414,0.5580419,0.5619308
SDSSJ0921+2854,SIE,1.0642995,1.0765735,1.088072,-0.002063678,-8.153327e-05,0.001839651,-0.002211105,-7.329384e-05,0.001999205,0.3086122,0.3255137,0.3434424,-37.8575825,-35.67953,-33.79469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.098675,1.107201,1.115376
SDSSJ0946+1835,SIE,1.3640365,1.384343,1.403842,-0.002710717,-0.000592239,0.00158488,-0.002072438,0.0001850756,0.002146216,0.33249065,0.3606528,0.390779,-46.93158,-45.95916,-44.70926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.425003,1.4354425,1.44613
SDSSJ1021+4913,SIS,0.599209825,0.6007357,0.6021008,-0.0107060925,-0.0091437765,-0.007659672,0.006902335,0.008501583,0.0101561475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5991096250000001,0.6006355,0.6020006
SDSSJ1055+4628,SIS,0.571536475,0.5730375,0.574531625,0.008797521,0.009974756,0.01122749,-0.00184551775,0.0002236908499999,0.002289418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.571436475,0.5729376,0.574431725
SDSSJ1128+2402,SIS,0.386882825,0.3882173,0.38968575,0.007592612,0.0092508265,0.0111328925,-0.0136319975,-0.01209053,-0.0105595575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.386782925,0.3881174,0.38958585
SDSSJ1131+1915,SIE,0.7144865,0.7193341,0.7231292,-0.002373089,-0.0003547144,0.001882765,-0.002043944,0.0003450417,0.002386383,0.1330947,0.1691677,0.2031121,75.33049,80.15784500000001,82.96691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.7173801,0.7240868,0.730009875
SDSSJ1138+0314,POW,0.6668491,0.66811775,0.6694336,-0.002831089,-0.001508597,0.0008102806499999,0.006003395,0.0070546075,0.008463588,0.05305374,0.07933446,0.119623075,-32.7687425,-32.67184,-32.56131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55633375,1.674777,1.767208,0.6682164,0.6692797,0.6705583
SDSSJ1155+6346,SIS,0.9688802,0.9703597,0.9718743,-0.00391172125,-0.001924718,6.475419e-05,0.00799844425,0.009453896,0.01079815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9687802,0.9702597,0.9717743
SDSSJ1206+4332,SIE,1.550215,1.5624305,1.5756505,-0.001836492,0.00012072565,0.002073387,-0.002054973,0.0001227007,0.002166497,0.185294175,0.1913,0.2028093,-58.93724,-54.85828,-49.5390725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.564941,1.5754235,1.58786425
SDSSJ1216+3529,SIE,0.7115302,0.72666895,0.7380264,-0.002238168,-0.0003979287,0.001575484,-0.001872064,0.0002666299,0.002348722,0.1961491,0.2188388,0.258939575,-34.82087,-25.02884,-17.41896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.7234435,0.7344816000000001,0.7439602999999999
SDSSJ1251+2935,POW,0.841013,0.8423793,0.8436508,-0.001093791,0.000776695,0.00281490225,-0.000502982,0.0005646964,0.001744307,0.2274692,0.2401202,0.25661045,-17.531915,-17.46725,-17.4031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27835225,1.312506,1.342871,0.851685825,0.8531719,0.8545449
SDSSJ1254+1857,SIE,1.20849075,1.212311,1.217378,-0.00170546775,0.0002862513,0.002757373,-0.0017003242499999,0.0005264759,0.002546549,0.03588136,0.03915531,0.0435171149999999,-40.2798,-23.209055,-10.99701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.20874675,1.212512,1.21771
SDSSJ1254+2235,SIE,0.785223,0.7877152,0.7901597,-0.002217009,-0.0002355519,0.0020686935,-0.00248335275,-0.0003552309,0.0015035465,0.0424800725,0.05484765,0.0689007325,-57.51497,-54.37683,-49.99106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.7854096,0.7882418,0.790860525
SDSSJ1258+1657,SIE,0.7043283,0.7128703,0.7215146,-0.002075113,-0.00020389545,0.0017757945,-0.0020488405,-4.347366e-05,0.00191753125,0.2233796,0.2502825,0.277670325,-0.40531385,2.741062,7.122934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.7178237,0.7238146,0.730014775
SDSSJ1304+2001,SIS+shear,0.992796775,1.003313,1.013698,-0.0019152095,-6.154615e-05,0.002337374,-0.001959646,0.0001229246,0.00218188,0.0,0.0,0.0,0.0,0.0,0.0,0.07385456,0.08159882,0.08944861,25.59711,27.97872,31.08805,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.992696675,1.003213,1.013598
SDSSJ1313+5151,SIS,0.610404375,0.6119211,0.6133889,-0.00132071425,2.3514025e-05,0.001360002,-0.0019607215,-2.538859e-05,0.002342735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.610304275,0.611821,0.6132887
SDSSJ1320+1644,SIE,4.56886,4.586924,4.605766,-0.002217298,-0.00018782315,0.0017041705,-0.0020995074999999,-5.143852e-05,0.002229407,0.1091868,0.11045,0.113110725,22.56612,27.375885,32.23089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.58007,4.5983,4.61817
SDSSJ1322+1052,SIS,0.9983883,0.9997731,1.00133325,0.004909765,0.006523129,0.00808052275,-0.005910839,-0.0039746005,-0.00207506275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9982881,0.9996729,1.00123325
SDSSJ1330+1810,SIE+shear,0.8910818,0.8951031,0.898001325,-0.01886914,-0.01519764,-0.01101893,0.02050749,0.02401628,0.0281613675,0.3908138,0.401918,0.4148307,-21.24069,-20.73299,-20.13954,0.07635115,0.07910243,0.08146784,-88.55696,86.03695,88.3705025,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9366717,0.9382578,0.9393383
SDSSJ1330+3800,SIS+shear,0.4735355,0.5474687,0.6022383,-0.007493905,-0.001270273,0.00449376,-0.00813879275,-0.00199926,0.005774013,0.0,0.0,0.0,0.0,0.0,0.0,0.5081645,0.5475899,0.6022394,-88.38311,86.43055,87.7800325,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.4734355,0.5473688,0.6021383
SDSSJ1334+3315,SIS,0.418525325,0.41992805,0.4214581,-0.0117564075,-0.01010884,-0.008634479,-0.009002015,-0.007130944,-0.005332222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.418425525,0.41982825,0.4213583
SDSSJ1339+1310,SIE,0.8462902,0.85724325,0.867689275,-0.002540261,-0.0004358325,0.00170618,-0.0024051842499999,-0.0002583262,0.001853298,0.271758775,0.2806281,0.2964664,-3.459041,0.84519795,5.083895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.865406375,0.874292,0.883829925
SDSSJ1349+1227,SIE,1.229613,1.2711065,1.308817,-0.002265831,-0.0001868506,0.0018985205,-0.0016540807499999,0.0003869063,0.00233991875,0.4272414,0.4761096,0.5237097,-43.7467,-42.97254,-42.27683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.34893525,1.3659855,1.382434
SDSSJ1353+1138,SIE,0.6742139,0.6829632,0.691249,-0.0026257545,-0.0007321180499999,0.0011957525,-0.00181849,0.0001900442,0.002022201,0.184689525,0.2007326,0.2295947,-56.42053,-50.257705,-43.06319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6824783,0.6890562,0.6961988
SDSSJ1400+3134,SIE,0.9316279,0.9361584,0.9423322,-0.002422205,-0.00029465325,0.0018379425,-0.001854391,-0.0003240044,0.001917537,0.1850391,0.1887375,0.1947715,-83.8651125,-80.320245,-75.86631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9389228,0.9435795,0.9503233
SDSSJ1406+6126,SIS,1.013238,1.014893,1.016315,-0.0096638805,-0.007977323,-0.00602063325,-0.01339662,-0.01181019,-0.0103062249999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.013138,1.014793,1.016215
SDSSJ1412+5204,SIS+shear,0.97932495,0.9905445,1.00210675,-0.00219811,0.0001217024,0.00233738575,-0.002018553,6.490874e-05,0.0021188365,0.0,0.0,0.0,0.0,0.0,0.0,0.1119521,0.1207779,0.129759,-68.00362,-65.81376,-63.90163,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.97922485,0.9904444,1.00200675
SDSSJ1433+6007,SIE,1.484394,1.487604,1.49237425,0.04208637,0.047582615,0.05268869,0.01813432,0.01918686,0.0204543,0.6246983,0.6281873,0.6298819,89.70006,89.74433,89.7858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.730368,1.732776,1.735586
SDSSJ1442+4055,SIE,1.387539,1.390802,1.39447,-0.002233647,-0.00011574995,0.001896557,-0.00218599075,0.0001090146,0.00214820575,0.01363084,0.01963728,0.03447192,-85.59521,54.77368,78.404195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.387494,1.390823,1.394681
SDSSJ1452+4224,SIE,0.766409925,0.7714562,0.777260925,-0.002469526,-7.148213e-05,0.001852727,-0.001877699,-7.057062e-05,0.001872303,0.1747734,0.1978764,0.2181706,82.34753,84.31249,85.57346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.7750151,0.7783799,0.782531
SDSSJ1455+1447,SIE,0.88514605,0.8909355,0.8953348,-0.002022326,-3.736977e-05,0.001954127,-0.002304161,-0.0001192912,0.00194453175,0.1070308,0.1189409,0.1361393,49.26633,76.17014,84.46707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8870792,0.8935094,0.898778225
SDSSJ1458-0202,SIE,1.1190924999999998,1.1237595,1.128452,-0.002196542,-0.0001309663,0.001908568,-0.00229952,-9.539835e-05,0.0016520605,0.2337058,0.250948,0.2688289749999999,-17.20465,-15.13104,-12.66074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.133903,1.140943,1.14886775
SDSSJ1515+1511,SIE,0.8944255,0.9179236,0.9401527,-0.002574322,-0.0004162682,0.001664414,-0.002492577,-0.0002770196,0.00164067,0.288372375,0.3429922,0.3937451999999999,-26.50065,-24.719905,-21.888475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.93519615,0.9477358,0.9603274
SDSSJ1524+4409,SIE,0.7855892,0.7950809,0.804183,-0.002024803,-3.168622e-05,0.002049034,-0.002017294,-3.460848e-05,0.001991615,0.24546825,0.27269515,0.3010994,-44.33065,-41.97337,-40.0866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8041786,0.8100775,0.8160607
SDSSJ1537+3014,SIE,1.13784375,1.155578,1.172247,-0.002243537,-7.144143499999999e-05,0.001952731,-0.0020864665,2.2117305e-05,0.002131235,0.2521022499999999,0.2823031,0.315686775,-69.4325,-65.969285,-63.11701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.167911,1.1793615,1.19023
SDSSJ1620+1203,SIE,1.38184925,1.396025,1.408785,-0.001583765,0.0004034126,0.0025156995,-0.002262292,-0.00036548885,0.001500962,0.149039325,0.15682675,0.1698627,-7.540675,2.176921,11.34891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.3900175,1.4029805,1.415629
SDSSJ1650+4251,SIE,0.5923731,0.5974252,0.6028126,-0.001886701,4.8422165e-05,0.001938608,-0.001921326,0.0002777503,0.002338211,0.1002707,0.1213803,0.1585093,27.84267,35.4056,47.73439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.59337,0.5992182,0.606231725
SDSSJ2257+2349,SIE,0.7938891,0.7990057,0.8043227,-0.002673511,-0.0006260593,0.001420104,-0.002087978,-0.0002213094,0.001735232,0.198402375,0.2178636,0.23727205,35.75581,36.89979,38.283910000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.804363875,0.8079535,0.8116817
ULASJ1405+0959,SIE,0.8986349,0.9282324,0.95293345,-0.002399935,-0.0002840393,0.00168424725,-0.002492448,-0.0004397147,0.001625222,0.475314,0.4886126,0.51310765,62.22031,66.77244,71.48622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.980006,1.001906,1.023647
ULASJ2343-0050,SIE,0.699318775,0.7109896,0.7260418,-0.001823785,0.0001019426,0.002252718,-0.0023579739999999,-0.0002272374,0.002059346,0.1893887,0.2542278,0.2980959,15.7795625,17.86799,18.94583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.715129275,0.7219487499999999,0.7317827
VDESJ2325-5229,SIE,1.447455,1.4590545,1.467637,-0.0027801095,-0.0004181341,0.001680506,-0.002091094,0.000156846,0.002624813,0.1942159,0.20745435,0.2238535,79.48046,83.82253,86.14239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.46475,1.473689,1.480293
WFI2033-4723,SIE+shear,1.098216,1.099727,1.1012825,-0.0612849325,-0.0573830699999999,-0.05344366,0.02053839,0.02252346,0.02484677,0.29162535,0.2967579,0.3016211,-70.08575,-68.02768,-65.92687749999999,0.1890552,0.1936248,0.197535,-10.49511,-10.09826,-9.607232,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.123189,1.1248595,1.126664
WFIJ2026-4536,POW,0.6640761,0.6721724,0.6897876,-0.01047497,-0.001550974,0.006818913,-0.0086083045,0.0002789309,0.009246284,0.001072614,0.002403513,0.08263379,-11.12325,1.246708,17.06993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64612375,2.005162,2.01107825,0.6660425,0.6740355499999999,0.69082105
WG0214-2105,POW+shear,0.8270575,0.8324709,0.8356448,-0.0165266,-0.0136168,-0.01123979,0.00103459175,0.003320445,0.00635916475,0.260093,0.2851304,0.3157438,-82.72884,-79.74381,-76.83849,0.0984857525,0.1096085,0.119130875,-55.160362500000005,-54.02511,-52.71449749999999,0.0,0.0,0.0,0.0,0.0,0.0,0.4795277,0.5611412,0.6479161,0.8465714,0.847918,0.8492231
WG2100-4452,SIE,1.258603,1.259722,1.260978,-0.01082231,-0.0094510504999999,-0.00802505,-0.00476522325,-0.003115546,-0.001253357,0.31048245,0.3132126,0.3159779,-0.8750059,-0.8278971,-0.7836705749999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.291526,1.292498,1.293482
WGA0235-2433,SIE,0.96307505,0.9766077,0.9871029,-0.002100211,-0.0001746529,0.00174295325,-0.002210343,-5.957536e-05,0.0017733985,0.258656275,0.2826035,0.3106949,55.4469925,58.251145,60.8632475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9878461,0.9964864,1.00351025
WGD0245-0556,SIS,0.9333768,0.93497425,0.9365405,-0.00196299,-0.00028720765,0.001509157,-0.0014760685,0.00024278415,0.001972002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9332769,0.93487435,0.9364406
WGD2021-4115,SIE,1.169462,1.192387,1.21446225,-0.002083344,-0.0001017662499999,0.00187925525,-0.0020053095,8.704852e-05,0.00196770575,0.35810685,0.3899685,0.421380725,-1.095742,1.146183,3.85639425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.23257175,1.245411,1.257907
WISE2304-2214,SIE,0.966284325,0.98056935,0.9970838,-0.002445659,-0.0004478519,0.001719555,-0.00224673625,-0.0001673455,0.001904995,0.336465275,0.37163705,0.401609575,-76.1386,-75.77326,-75.30228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.012413,1.019473,1.02778725
WISE2329-1258,SIE,0.617253525,0.622101,0.6267872,-0.001684141,0.0002684479,0.002420294,-0.002414962,-0.0002431399999999,0.001865059,0.1057761,0.1143898,0.126037525,-15.5231425,-4.611869,6.693214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6186777,0.6235406,0.6286271
WISEJ0259-1635,SIE+shear,0.73497345,0.7362092,0.7373540000000001,0.00126682775,0.002581238,0.00400692,0.00419748875,0.005339018,0.006520949,0.113597,0.1312365999999999,0.14949535,-7.190283,-4.504964,-2.364338,0.04783034,0.05200904,0.055935725,-33.81456,-31.763215,-30.0101075,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.7378665,0.7389859,0.7402572
